GTIN,GTIN_12_UPC,PRODUCT_DESCRIPTION,INVOICE_UPC_CASE,INVOICE_UPC_PACK,INVOICE_PACKAGE_DESCRIPTION
10081434000030,081434000033,BLACK BOX CABERNET SAUVIGNON CHILE 6/3L BOX,81434000033,081434000033,BLACK BOX CAB TRAY 6PK 3L
00034100001735,034100001735,HAMMS BEER 1 CT 16 OZ CAN 16 OZ,11111111111,034100001735,HAMMS 4/6/16 CAN 4.7
00850162008242,850162008242,10 BARREL BREWING RASPBERRY CRUSH 4/6/12OZ CAN,11111111111,850162008242,10 BARREL CRUSH RASPBERRY SOUR 24/12 CAN 4/6
00034100013417,034100013417,MILLER HIGH LIFE BEER 30 CT 12 OZ CAN IN BOX 360 OZ,11111111111,034100013417,HIGH LIFE 30PK CAN REPEAL
00034100989309,034100989309,REDDS CRANBERRY ALE BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,11111111111,034100989309,REDDS BLACK CHERRY 4/6/12 BTL
20085000020603,085000020609,BAREFOOT MOSCATO PINK 1.5L BOTTLE,11111111111,085000020609,BAREFOOT PINK MOSCATO 1.5
00851812002078,851812002078,MOTHER EARTH BREWING WEEPING WILLOW BELGIAN-STYLE WIT 6-PACK,11111111111,851812002078,MOTHER EARTH WEEPING WILLOW WIT 4/6 12OZ CAN
00896136001000,896136001000,INGLENOOK CABERNET SAUVIGNON 750ML,89613600100,896136001000,INGLENOOK CASK CAB SAUV* 2014
00034100577070,034100577070,MILLER LITE BEER 15 CT 16 OZ ALUMINUM BOTTL IN BX 240 OZ,11111111111,034100577070,LITE 15/16OZ ALUM
00082000752967,082000752967,BULLEIT 95 RYE STRAIGHT RYE 750 ML,82000778042,082000752967,BULLEIT RYE WSKY 95
00084279996967,084279996967,BELLA BOLLE ITALY MOSCATO STRAWBERRY 12/750ML BOTTLE,08427999696,084279996967,BELLA BOLLE MOSC STRBRY 750ML
00071990300784,071990300784,COORS LIGHT BEER 18 CT 12 OZ LONG NECK BTL IN BOX 216 OZ,07199030078,071990300784,COORS LIGHT 18/12 OZ LN
00087872633369,087872633369,STELLA ROSA BLACK RED BLEND 12/750ML,08787263336,087872633369,STELLA ROSA BLACK IL CONTE 750ML
20085000022959,085000022955,BAREFOOT CELLARS PINOT GRIGIO 6/3.0L BOX,11111111111,085000022955,BAREFOOT PINOT GRIGIO 6/3L BIB
00087872632218,087872632218,STELLA ROSA PEACH FRUIT WINE 12/750ML,08787263221,087872632218,STELLA ROSA PEACH IL CONTE 750
00052300004356,052300004356,OLD MILWAUKEE LIGHT BEER 30 CT 12 OZ CAN IN BOX 360 OZ,11111111111,052300004356,OM LIGHT 30 PACK CAN
00072311230124,072311230124,DOS EQUIS XX LAGER ESPECIAL BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,11111111111,072311230124,DOS EQUIS SPEC 2/12 BTL
00085200600007,085200600007,WINE CUBE CALIF CHARDONNAY 3.0 LTR,85200600007,085200600007,WINE CUBE CHARD
00856724006213,856724006213,CASAMIGOS SPIRITS COMPANY REPOSADO TEQUILA 750ML,88076184343,856724006213,CASAMIGOS REP TEQ
10018341751021,018341751024,BAREFOOT CELLARS SAUVIGNON BLANC 750ML BOTTLE,11111111111,018341751024,BAREFOOT SAUV BLANC 750
00085000029695,085000029695,BRIGHTLANDS CHARDONNAY 750ML BOTTLE,11111111111,085000029695,BRIGHTLANDS CHARDONNAY 750
00857775007495,857775007495,SAINT ARCHER BREWING CO. GOLD 6/12 SLIM CAN CARTON - WRAP,11111111111,857775007495,SAINT ARCHER GOLD 4/6/12 CN
00723830100015,723830100015,LAGUNITAS HOP STOOPID ALE BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,72330100013,723830100015,LAGUNITAS HOP STOPID 6PK BTL
00684746500101,684746500101,JOHNY BOOTLEGGER SHADY SHADES STRAWBERRY MALT BEVERAGE 1 CT 7 OZ GLASS BOTTLE 6.8 OZ,68474650010,684746500101,JB STRAWB 24/200 ML NR
00017224760122,017224760122,CAYMUS VINEYARDS CONUNDRUM CALIFORNIA RED BLEND 12/750ML,11111111111,017224760122,CONUNDRUM RED
00638489002477,638489002477,DOGFISH HEAD AMERICAN BEAUTY HAZY RIPPLE IPA 4/6/12OZ CAN,11111111111,638489002477,DOGFISH AMRC BTY HAZY RIPL 4/6 12 CAN
00081308001258,081308001258,CUPCAKE RED VELVET RED BLEND 12/750ML,81308001258,081308001258,CUPCAKE RED VELVET RED BLEND
00071990300692,071990300692,COORS LIGHT BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,11111111111,071990300692,CR LT 12PK LNNR REPEAL
00082000786047,082000786047,SMIRNOFF SOURCED STRAWBERRY KIWI MALT BEVERAGE 6 CT 11 OZ GLASS BOTTLE IN CRTN 67.2 OZ,11111111111,082000786047,SMIRNOFF SOURCE STRAW/KIWI 4/6/11.2 BTL
00082000786337,082000786337,SMIRNOFF ICE SMASH STRAWBERRY PLUS LEMON MALT BEVERAGE 1 CT 16 OZ CAN 16 OZ,11111111111,082000786337,SMIRNOFF SMASHED STRAW/LEM 12/23.5 CAN
30085000029023,085000029022,BAREFOOT CELLARS APPLE MOSCATO FRUITSCATO12/750ML BOTTLE,11111111111,085000029022,BAREFOOT APPLE MOSCATO 750
00080686016205,080686016205,KNOB CREEK REGULAR CASE,80686016205,080686016205,KNOB CRK BRBN 9YR 100
00083085903213,083085903213,RUFFINO LUMINA PINOT GRIGIO 12/750 ML,08308590321,083085903213,RUFFINO P GRIGIO LUMINA 750ML
00071439400167,071439400167,ROLLING ROCK EXTRA PALE BEER 6 CT 16 OZ CAN 96 OZ,07143950016,071439400167,ROLLING ROCK 4/6 16OZ CAN
00864451000305,864451000305,WICKED WEED BREWING BURST 6PACK WRAP 12OZ CAN,11111111111,864451000305,WICKED WEED BURST RASPBERRY STARFRUIT 24/12 CAN 4/6
00080432400630,080432400630,GLENLIVET SINGLE MALT SCOTCH 12YR 750ML,80432400630,080432400630,GLENLIVET SGL MALT SCOTCH 80
00085200000753,085200000753,SUTTR HM SWT RD RED BLND/MRTG 750 ML,08520000075,085200000753,SUTTER SWT RED 750ML
00088232003181,088232003181,VENDANGE PINOT GRIGIO TETRA 12/500ML,08823200318,088232003181,VENDANGE PINOT GRIGIO TETRA 50
00652935100012,652935100012,7 DEADLY ZINS ZINFANDEL 12/750ML,65293510001,652935100012,SEVEN DEADLY ZINS +14 750ML
00034100006082,034100006082,OLDE ENGLISH 800 MALT LIQUOR BEER 6 CT 16 OZ CAN 96 OZ,11111111111,034100006082,OLD ENGLISH 800 MALT LIQUOR 4/6/16Z CN
00080480230012,080480230012,DEWARS WHITE LABEL SCOTCH 80 PF 1.0L,80480230012,080480230012,DEWARS WH LABEL SCOTCH
00086003780316,086003780316,R MNDVI PS RUM MERLOT 750 ML,08600378031,086003780316,MOND MERLOT PVT SEL RUM BL MNT
00084687007019,084687007019,ERATH VINEYARD PINOT GRISIO 19 12/750ML BOTTLE,08468700701,084687007019,ERATH P GRIS OREGON 750ML
00022100112193,022100112193,PABST BLUE RIBBON BEER 30 CT 12 OZ CAN IN BOX 360 OZ,11111111111,022100112193,PABST 30 PK CAN
00087692291039,087692291039,SAMUEL ADAMS CARTON 12X12OZ BOTTLES SAMUEL ADAMS SEASONAL VARIETY PACK VP,11111111111,087692291039,SA VARIETY 2/12 BTL
00087692279990,087692279990,SAMUEL ADAMS KEG 1/2 BBL SAMUEL ADAMS CHERRY WHEAT,87692279990,087692279990,SAM ADAMS CHERRY WHEAT 1/2 BBL
00083120003540,083120003540,FRANZIA PNK MSC ROSE 5 LTR+,08312000354,083120003540,FRANZIA PINK MOSCATO 5L
00088232003167,088232003167,VENDANGE CHARDONNAY TETRA 12/500ML,08823200316,088232003167,VENDANGE CHARD TETRA 12PK 500ML
00082000001188,082000001188,SMNF WATERMELN* VODKA OTH PRF 1.0 LTR,82000768005,082000001188,SMIRNOFF WTRMLN VODKA
00034100003425,034100003425,REDDS WICKED APPLE ALE BEER 12 CT 10 OZ CAN IN BOX 120 OZ,11111111111,034100003425,REDDS WICKED APPLE 2/12 10 OZ CN
00088586603846,088586603846,CHATEAU STE MICHELLE CHARDONNAY COLUMBIA VALLEY 12/750ML,08858660384,088586603846,CSM CHARD 750ML
00086003000506,086003000506,RM WOODBRIDGE MERLOT 1.5 LTR,08600300050,086003000506,WOODBRIDGE MERLOT TRAY PK 1.5L
00851666003368,851666003368,STEP DUDE LAGER 12 OZ. CAN 6 PACK,11111111111,851666003368,MB STEP DUDE 4/6/12 CN
00857890005079,857890005079,SOUTHERN PINES BREWING COMPANY MAN OF LAW IPA 12 FL OZ CAN,11111111111,857890005079,SPBC MAN OF LAW IPA 4/6 12OZ CANS
00038075210307,038075210307,VERDI STRAWBERRY SPARKLETINI MALT BEVERAGE 12/750ML,03807521030,038075210307,VERDI STRWBRY SPARKLETINI 750M
30085000028415,085000028414,BAREFOOT CELLARS PINOT GRIGIO 12/500ML TETRA,08500002841,085000028414,BAREFOOT PINOT GRIGIO TR 500ML
00087692006862,087692006862,TRULY WRAP 12X12OZ SLIM CAN TRULY BERRY VARIETY PACK VP,11111111111,087692006862,TRULY BERRY VARIETY SLIM 2/12 12 OZ CN
00071990095185,071990095185,BLUE MOON BELGIAN WHITE ALE BEER 1 CT 661 OZ KEG 661 OZ,11111111111,071990095185,BLUE MOON 1/6 BBL
00083741503146,083741503146,GROLSCH PREMIUM LAGER 6/4/15.2OZ BOTTLE,11111111111,083741503146,GROLSCH LAGER 6/4/15.2 BTL
00739958064801,739958064801,FRANCIS FORD COPPOLA DIAMOND COLLECTION CALIFORNIA CABERNET SAUVIGNON 12/750ML,73995806480,739958064801,COPPOLA CAB DIAMOND 750ML
00088417870379,088417870379,SILVERADO VINEYARDS CABERNET SAUVIGNON NAPA VALLEY 12/750ML BOTTLE,08841787037,088417870379,SILVERADO CAB +14 750ML
00087692009658,087692009658,TRULY WRAP 6X12OZ SLIM CAN TRULY PINEAPPLE,11111111111,087692009658,TRULY SPIKED PINEAPPLE 4/6/12 CAN
00689352009680,689352009680,KIM CRAWFORD PINOT NOIR MARLBOROUGH 750ML BOTTLE,68935200968,689352009680,KIM CRAWFORD P NOIR MARL 750ML
00076737109026,076737109026,EVERFRESH ORANGE JUICE 12/32OZ BOTTLE,11111111111,076737109026,EVERFRESH ORANGE 12/32 Z
00088067088728,088067088728,GRAIN BELT SOUTHWEST CERVEZA MEXICAN STYLE LAGER BEER 6 CT 12 OZ CAN IN BOX 72 OZ,08806708860,088067088728,GRAINBELT SOUTHWEST CERVEZA 4-6PK 12OZ CN
00085000424988,085000424988,BAREFOOT REFRESH MOSCATO SPRITZER 6/4/250ML CANS,08500042498,085000424988,BAREFOOT SPRITZER MOSCATO CN4P
00080432103456,080432103456,SEAGRAMS ESCAPES JAMAICAN ME HAPPY MALT BEVERAGE 1 CT 11 OZ LONG NECK BOTTLE 11.2 OZ,11111111111,080432103456,SEAGRAMS JAMAICAN ME HAPPY 24/11.2 PALLET
00087692009917,087692009917,TRULY WRAP 12X12OZ SLIM CAN TRULY VARIETY PACK VP LEMONADE,11111111111,087692009917,TRULY LEMONADE VARIETY 2/12/12 SLIM CAN
